source_code,source_concept_id,source_vocabulary_id,source_code_description,target_concept_id,target_vocabulary_id,valid_start_date,valid_end_date,invalid_reason
MENC-B,0,vacunas,J07AH02 Meningococcal C Vaccine,40213176,CVX,1970-01-01,2099-12-31,
NE13-1,0,vacunas,J07AL02 Pneumococcal Antigen Vaccine ,40213198,CVX,1970-01-01,2099-12-31,
NE23-1,0,vacunas,J07AL01  Pneumococcal Antigen Vaccine ,40213201,CVX,1970-01-01,2099-12-31,
NEUM-1,0,vacunas,J07AL02 Pneumococcal Antigen Vaccine ,40213198,CVX,1970-01-01,2099-12-31,
NEUM-2,0,vacunas, J07AL02 Pneumococcal Antigenic Pneumococcal Vaccine,40213198,CVX,1970-01-01,2099-12-31,
NEUM-3,0,vacunas,J07AL02 PNEUMOCOCOCOCO ANTIGEN CONJUGATE vaccine ,40213198,CVX,1970-01-01,2099-12-31,
NEUM-4,0,vacunas,J07AL02 PNEUMOCOCOCOCO ANTIGEN CONJUGATE vaccine ,40213198,CVX,1970-01-01,2099-12-31,
NEUM-5,0,vacunas,J07AL02 Pneumococal Antigen Conjugate Vaccine ,40213198,CVX,1970-01-01,2099-12-31,
PAR-1,0,vacunas,Mumps vaccine J07BE,40213185,CVX,1970-01-01,2099-12-31,
PENT-2,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b polio trivalent vaccine J07AF J07AM J07AJ J07AG J07BF03,40213285,CVX,1970-01-01,2099-12-31,
PENT-4,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b polio trivalent vaccine J07AF J07AM J07AJ J07AG J07BF03,40213285,CVX,1970-01-01,2099-12-31,
PENT-6,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b polio trivalent vaccine J07AF J07AM J07AJ J07AG J07BF03,40213285,CVX,1970-01-01,2099-12-31,
PENT-8,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b polio trivalent vaccine J07AF J07AM J07AJ J07AG J07BF03,40213285,CVX,1970-01-01,2099-12-31,
PENT-A,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b polio trivalent vaccine J07AF J07AM J07AJ J07AG J07BF03,40213285,CVX,1970-01-01,2099-12-31,
PENTI,0,vacunas,Diphtheria tetanus pertussis haemophilus influenza b hepatitis B J07AF J07AM J07AJ  J07AG J07BC01 ,724900,CVX,1970-01-01,2099-12-31,
POI-1,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-2,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-3,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-4,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-5,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-6,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POI-AC,0,vacunas,J07BF03  polio injection vaccine Trivalent polio vaccine for injection ,36889507,RxNorm Extension,1970-01-01,2099-12-31,
POL-1,0,vacunas,J07BF02 Oral trivalent polio vaccine ,40213190,CVX,1970-01-01,2099-12-31,
POL-2,0,vacunas,J07BF02 Oral trivalent polio vaccine ,40213190,CVX,1970-01-01,2099-12-31,
POL-3,0,vacunas,J07BF02 Oral trivalent polio vaccine ,40213190,CVX,1970-01-01,2099-12-31,
POL-4,0,vacunas, J07BF02 Trivalent oral polio vaccine,40213190,CVX,1970-01-01,2099-12-31,
POL-5,0,vacunas, J07BF02 Oral trivalent polio vaccine,40213190,CVX,1970-01-01,2099-12-31,
RAB-1,0,vacunas,J07BG Rabies vaccine ,40213209,CVX,1970-01-01,2099-12-31,
ROT-1,0,vacunas,J07BH  Rotavirus vaccine ,40213219,CVX,1970-01-01,2099-12-31,
RUB-1,0,vacunas,J07BJ Rubella vaccine ,40213223,CVX,1970-01-01,2099-12-31,
SAR-1,0,vacunas,40213170 measles virus vaccine J07BD01 40213170 measles virus vaccine Attenuated measles vaccine ,40213170,CVX,1970-01-01,2099-12-31,
T4V-1,0,vacunas,J07BD01 J07BE J07BJ J07BK Tetraviral attenuated measles mumps rubella varicella vaccine ,40213184,CVX,1970-01-01,2099-12-31,
TD-1,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TD-2,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TD-3,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TD-A1,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TD-A2,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TDR-4,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TDR-5,0,vacunas,J07AF J07AM Tetanus diphtheria vaccine ,44107525,RxNorm Extension,1970-01-01,2099-12-31,
TET-1,0,vacunas,J07AM Tetanus vaccine ,529411,RxNorm,1970-01-01,2099-12-31,
TIF-1,0,vacunas,40213245 Typhoid vaccine  J07AP02 ,40213245,CVX,1970-01-01,2099-12-31,
TV-1,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-2,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-3,0,vacunas,J07BD01 J07BE J07BJ MMR attenuated measles mumps rubella vaccine  ,40213183,CVX,1970-01-01,2099-12-31,
TV-4,0,vacunas, J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine,40213183,CVX,1970-01-01,2099-12-31,
TV-6,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-7,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-8,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-9,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-ACE,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-M1,0,vacunas,J07BD01 J07BE J07BJ  MMR attenuated measles mumps rubella vaccine ,40213183,CVX,1970-01-01,2099-12-31,
TV-M2,0,vacunas,J07BD01 J07BE J07BJ MMR attenuated measles mumps rubella vaccine  ,40213183,CVX,1970-01-01,2099-12-31,
VAR-1,0,vacunas, J07BK  Varicella vaccine,40213251,CVX,1970-01-01,2099-12-31,
VAR-2,0,vacunas,J07BK  Varicella vaccine ,40213251,CVX,1970-01-01,2099-12-31,
VAR-3,0,vacunas,J07BK  Varicella vaccine ,40213251,CVX,1970-01-01,2099-12-31,
VAR-4,0,vacunas,J07BK  Varicella vaccine ,40213251,CVX,1970-01-01,2099-12-31,
VAR-5,0,vacunas,J07BK  Varicella vaccine ,40213251,CVX,1970-01-01,2099-12-31,
VPAP-1,0,vacunas,J07BM   Human papillomavirus vaccine ,40213322,CVX,1970-01-01,2099-12-31,
VPAP-2,0,vacunas,J07BM   Human papillomavirus vaccine ,40213322,CVX,1970-01-01,2099-12-31,
VPAP-3,0,vacunas, J07BM   Human papillomavirus vaccine,40213322,CVX,1970-01-01,2099-12-31,
VPH-1,0,vacunas,J07BM  Human papillomavirus vaccine  ,40213322,CVX,1970-01-01,2099-12-31,
VPH-2,0,vacunas,J07BM   Human papillomavirus vaccine ,40213322,CVX,1970-01-01,2099-12-31,
VPH-3,0,vacunas,J07BM   Human papillomavirus vaccine ,40213322,CVX,1970-01-01,2099-12-31,
VPH-FR,0,vacunas,J07BM  Human papillomavirus vaccine ,40213322,CVX,1970-01-01,2099-12-31,
